企业名称,股票代码,旧名称,登记状态,注册资本,参保人数,参保人数所属年报,通信地址,统一社会信用代码,企业规模,成立日期,所属省份,所属城市,所属区县,邮箱,更多邮箱,注册号,纳税人资质,企业（机构）类型,国标行业门类,国标行业大类,国标行业中类,国标行业小类,企查查行业门类,企查查行业大类,企查查行业中类,企查查行业小类,企业地址,曾用名,英文名,经营范围
中华企业股份有限公司,SH600675,中华企业股份有限公司,存续,609613.5252万元人民币,53,2022年报,上海市浦东新区浦明路1388号丰利大楼6楼,913100001323409633,L(大型),1993-10-05,上海市,上海市,静安区,zhqy@cecl.com.cn,gaohong@cecl.com.cn;zhqydm@cecl.com.cn,310000000023990,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,上海市华山路2号,-,China Enterprise Company Limited,侨汇房、商品房设计、建造、买卖、租赁及调剂业务，各类商品住宅的配套服务，房屋装修及维修业务，建筑材料。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
上海新黄浦实业集团股份有限公司,SH600638,上海新黄浦实业集团股份有限公司,存续,67339.6786万元人民币,74,2022年报,-,91310000132345908G,L(大型),1996-09-23,上海市,上海市,黄浦区,stock@600638.com,600638@600638.com;Huangyongde@163.com,310000000047244,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,上海市黄浦区北京东路668号东楼32层,"上海新黄浦置业股份有限公司,
上海黄浦房地产股份有限公司","Shanghai New Huang PU Industrial Group Co., Ltd.",房地产经营，旧危房改造，室内外建筑装潢，物业管理，房产咨询，机械设备安装（含维修），餐饮业，旅馆业；销售装潢材料、金属材料、木材、建筑材料、五金交电、百货、化工原料（除危险品）、电工器材、汽车配件。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
中国国际贸易中心股份有限公司,SH600007,中国国际贸易中心股份有限公司,存续,100728.2534万元人民币,1128,2022年报,-,91110000100027884X,L(大型),1997-10-15,北京市,北京市,朝阳区,dongmi@cwtc.com,-,100000000027880,增值税一般纳税人,其他股份有限公司（上市）,批发和零售业,零售业,货摊、无店铺及其他零售业,其他未列明零售业,房地产,房地产开发,商业地产,-,北京市朝阳区建国门外大街1号,-,"China World Trade Center Co., Ltd.",许可项目：食品销售；住宿服务；房地产开发经营；酒吧服务（不含演艺娱乐活动）；餐饮服务；餐饮服务（不产生油烟、异味、废气）；烟草制品零售；生活美容服务；理发服务；洗浴服务；高危险性体育运动（游泳）；酒类经营；出版物零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：日用品销售；日用品批发；工艺美术品及收藏品零售（象牙及其制品除外）；体育用品及器材批发；服装服饰批发；服装服饰零售；化妆品零售；母婴用品销售；日用家电零售；礼品花卉销售；商业综合体管理服务；柜台、摊位出租；非居住房地产租赁；停车场服务；住房租赁；物业管理；会议及展览服务；互联网销售（除销售需要许可的商品）；广告设计、代理；广告发布；广告制作；平面设计；体育场地设施经营（不含高危险性体育运动）；健身休闲活动；托育服务（不含幼儿园、托儿所）；技术进出口；信息咨询服务（不含许可类信息咨询服务）；办公服务；单用途商业预付卡代理销售；体育竞赛组织；组织文化艺术交流活动；体育用品及器材零售；体育用品设备出租。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
上海陆家嘴金融贸易区开发股份有限公司,SH600663,上海陆家嘴金融贸易区开发股份有限公司,存续,481293.1457万元人民币,55,2022年报,前滩世贸二期D栋21楼,91310000132214887Y,L(大型),1994-12-31,上海市,上海市,浦东新区,businessinfo@ljz.com.cn,service@ljz.com.cn,310000400104757,增值税一般纳税人,股份有限公司（中外合资、上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,商业地产,-,中国（上海）自由贸易试验区浦东大道981号,-,"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd.",房地产开发、经营、销售、出租和中介；市政基础设施的开发建设；纺织品、鞋帽服装、日用百货、日用化学产品，机电设备、五金制品、数码产品、文教用品、玩具、体育器材、首饰、黄金珠宝首饰、包装服务、工艺美术品、皮革制品、鲜花、钟表、箱包、眼镜（隐形眼镜除外）、汽车装饰用品、乐器、家居用品、化妆品、家用电器用品、计算机（除计算机信息系统安全专用产品）、影像器材、通讯器材、一类医疗器材、食品（不含生猪产品）、酒类的批发佣金代理（拍卖除外）零售和进出口；音响设备租赁。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
上海世茂股份有限公司,SH600823,上海世茂股份有限公司,存续,375116.8261万元人民币,16,2022年报,潍坊西路55号6楼,91310000132202878T,L(大型),1992-07-01,上海市,上海市,黄浦区,shimao@shimaogroup.com,qiping_qiang@shimaogroup.com;qiping_qiang@shimaoco.com;wennie_song@shimaoco.com;shimao@shimaoco.com,310000000010021,增值税一般纳税人,股份有限公司（中外合资、上市）,租赁和商务服务业,商务服务业,组织管理服务,投资与资产管理,房地产,房地产开发,住宅开发,-,上海市黄浦区南京西路268号,上海万象（集团）股份有限公司,"Shanghai Shimao Co., Ltd.",实业投资，房地产综合开发经营，本公司商标特许经营，酒店管理，物业管理，货物进出口及技术进出口，针纺织品，服装鞋帽，日用百货，皮革制品，玩具，钟表眼镜，照相器材，文化用品，五金交电，日用化学品，建筑装潢材料，家具，金属材料，电子产品，办公用品，机械设备，工艺美术品，计算机硬件、软件的批发、零售（拍卖除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
上海万业企业股份有限公司,SH600641,上海万业企业股份有限公司,存续,93062.992万元人民币,57,2022年报,浦东新区浦明路1500号万得大厦15楼,91310000132204523K,L(大型),1991-10-28,上海市,上海市,浦东新区,600641@600641.com,daixuan@600641.com.cn;xufei@600641.com.cn;600641@600641.com.cn;salim@salim.com.cn;xufei@salim.com.cn;600641@salim.som.cn,310000000007622,增值税一般纳税人,其他股份有限公司（上市）,租赁和商务服务业,商务服务业,组织管理服务,投资与资产管理,房地产,房地产开发,住宅开发,-,中国（上海）自由贸易试验区浦明路1500号12层（名义楼层15层）,"上海众城实业股份有限公司,
中远发展股份有限公司","Shanghai Wanye Enterprises Co., Ltd.",实业投资，资产经营，国内贸易（除专项规定外），钢材、木材、建筑材料、建筑五金、商务信息咨询服务，从事电子科技领域内的技术开发、技术转让、技术咨询，从事货物及技术的进出口业务，财务咨询。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
华远地产股份有限公司,SH600743,华远地产股份有限公司,存续,234610.0874万元人民币,0,2022年报,-,911100001836721320,L(大型),1992-02-08,北京市,北京市,西城区,zhangzh@hy-online.com,wangcy@hy-online.com;wangxt@hy-online.com;fengyj@hy-online.com,429005000006101,一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,北京市西城区北展北街11号华远企业中心11#楼,-,"Huay Uan Property Co., Ltd.","房地产开发、销售商品房;施工总承包、专业承包;物业管理;老旧城区危房成片改造;土地开发;出租办公用房;出租商业用房;销售建筑材料、机械电器设备、五金交电、化工产品（不含危险化学品及一类易制毒化学品）、制冷空调设备;信息咨询（不含中介服务）;货物进出口、技术进出口、代理进出口。（领取本执照后,应到市住建委取得行政许可;应到市商务委备案。企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。）"
上海金桥出口加工区开发股份有限公司,SH600639,上海金桥出口加工区开发股份有限公司,存续,112241.2893万元人民币,137,2022年报,-,913100001322093592,L(大型),1993-10-07,上海市,上海市,浦东新区,zouta@shpdjq.com,zouta@58991818.com;quj@58991818.com,310000400062043,增值税一般纳税人,股份有限公司（中外合资、上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,产业地产,-,中国（上海）自由贸易试验区新金桥路28号,-,"Shanghai Jinqiao Export Processing Zone Development Co., Ltd.",一般项目：在依法取得的地块上从事房地产开发、经营、销售、出租和中介（含侨汇、外汇房）；物业管理；停车场（库）经营管理；市政基础设施建设；工程承包和建筑装潢；保税仓库；仓储运输、服装、家电、办公用品、日用百货的批发；娱乐业、餐饮旅馆业（仅限分支机构）、出租车；转口贸易和各类咨询。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆市迪马实业股份有限公司,SH600565,重庆市迪马实业股份有限公司,存续,249150.6284万元人民币,4,2022年报,重庆市南岸区南滨路1891D馆4楼,9150000045041506X3,L(大型),1997-10-09,重庆市,重庆市,南岸区,zhangaiming@dongyin.com,-,500000000003695,增值税一般纳税人,股份有限公司（上市公司）,制造业,汽车制造业,低速汽车制造,低速汽车制造,房地产,房地产开发,住宅开发,-,重庆市南岸区长电路8号,-,"Dima HOLDINGS Co., Ltd.",许可项目：货物进出口，技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：制造、销售运钞车、特种车及零部件（按国家行业主管部门批准的车型组织生产、销售），上述汽车售后服务；销售汽车（不含九座及以下乘用车）；经营本企业自产的机电产品出口业务（国家组织统一联合经营的出口商品除外）、本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件的进口业务（国家实行核定公司经营的进口商品除外）；电子产品、计算机软、硬件及网络设施的技术开发及销售，计算机系统集成及网络信息服务（除国家有专项管理规定的项目外），销售建筑材料及装饰材料（不含危险化学品），工程管理服务，社会经济咨询服务，网络技术服务，健康咨询服务（不含诊疗服务），国内贸易代理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
中房置业股份有限公司,SH600890,中房置业股份有限公司,存续,57919.4925万元人民币,18,2022年报,北京市海淀区苏州街18号院长远天地大厦C座二层,9111000024383849XF,M(中型),1993-06-12,北京市,北京市,海淀区,400124@credholding.com,600890@credholding.com;handongxue@credholding.com;zhudi@credholding.com;chenlin@credholding.com,110000006176682,一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,商业地产,-,北京市海淀区苏州街18号院4号楼4212-3房间,"长春长铃实业股份有限公司,
长春汽油机股份有限公司","Cred Holding Co., Ltd.",房地产开发；物业管理；销售动力机械、激光打印机、数字照相机、数字式扫描仪、调制解调器；销售汽车（小轿车除外）、机械电器设备；制造动力机械、激光打印机、数字照相机、数字式扫描仪、调制解调器。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
嘉凯城集团股份有限公司,SZ000918,嘉凯城集团股份有限公司,存续,180419.15万元人民币,6,2022年报,浙江省杭州市上城区杭州市上城区清波街道中山大厦115号中山中路407室,91430000712102806R,M(中型),1998-08-14,浙江省,杭州市,上城区,501370476@qq.com,ir000918@evergrande.com;calxon@calxon.com,330000000081509,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,浙江省杭州市上城区惠民路56号1号楼318室,"湖南亚华控股集团股份有限公司,
湖南亚华种业股份有限公司","China Calxon Group Co., Ltd.",房地产投资，实业投资，营销策划，国内商品贸易及进出口业务，自有房屋出租，物业管理（以上涉及法律法规和国务院决定规定需报经有关部门审批的项目，取得批准后方可经营），房地产咨询，投资咨询服务。
金科地产集团股份有限公司,SZ000656,金科地产集团股份有限公司,存续,533971.5816万元人民币,278,2022年报,-,91500000202893468X,L(大型),1994-03-29,重庆市,重庆市,江北区,xiaxue1@jinke.com,46119617@qq.com;172711963@qq.com,500000000007018,一般纳税人,股份有限公司（上市公司）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,重庆市江北区复盛镇正街（政府大楼）,"重庆东源产业发展股份有限公司,
重庆东源钢业股份有限公司","Jinke Property Group Co., Ltd.",一般项目：房地产开发、物业管理、机电设备安装（以上经营范围凭资质证书执业）；销售建筑、装饰材料和化工产品（不含危险化学品）、五金交电；自有房屋租赁；企业管理咨询服务，货物及技术进出口（法律、法规禁止的，不得从事经营；法律、法规限制的，取得相关许可或审批后，方可从事经营）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
荣丰控股集团股份有限公司,SZ000668,荣丰控股集团股份有限公司,在业,14684.19万元人民币,0,2022年报,-,91310000300253536H,M(中型),1992-08-08,山东省,青岛市,黄岛区,qzy1013@163.com,51588063@qq.com;xiaoyu_3003@163.com;chenpinhui@163.com;henghe1920@qq.com,420100000040813,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,山东省青岛市黄岛区庐山路6号名嘉国际1号楼2202室,"中国石化武汉石油（集团）股份有限公司,
武汉石油集团股份有限公司","Rongfeng Holding Group Co., Ltd.",许可项目：房地产开发经营；住宅室内装饰装修；施工专业作业。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：住房租赁；非居住房地产租赁；土地使用权租赁；物业管理；建筑物清洁服务；园林绿化工程施工；以自有资金从事投资活动；以私募基金从事股权投资、投资管理、资产管理等活动（须在中国证券投资基金业协会完成登记备案后方可从事经营活动）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
三湘印象股份有限公司,SZ000863,三湘印象股份有限公司,存续,118069.956万元人民币,6,2022年报,-,913100002437770094,L(大型),1994-01-20,上海市,上海市,杨浦区,ruirui@sxgf.com,-,-,增值税一般纳税人,其他股份有限公司（上市）,科学研究和技术服务业,专业技术服务业,工业与专业设计及其他专业技术服务,其他未列明专业技术服务业,房地产,房地产开发,住宅开发,-,上海市杨浦区逸仙路333号501室,"三湘股份有限公司,
深圳和光现代商务股份有限公司","Sanxiang Impression Co., Ltd.",一般项目：工程技术服务（规划管理、勘察、设计、监理除外）；工程管理服务；工程造价咨询业务；规划设计管理；专业设计服务；电影制片；组织文化艺术交流活动；广告设计、代理；广告制作；广告发布；旅游开发项目策划咨询；名胜风景区管理；游览景区管理；园区管理服务；票务代理服务；文艺创作；会议及展览服务；数字内容制作服务（不含出版发行）；数字创意产品展览展示服务；数字广告设计、代理；数字广告制作；数字广告发布；数字文化创意内容应用服务；数字技术服务；音响设备销售；文化用品设备出租；工艺美术品及收藏品零售（象牙及其制品除外）；摄像及视频制作服务；图文设计制作；国内贸易代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息咨询服务（不含许可类信息咨询服务）；信息技术咨询服务；企业形象策划；企业管理咨询；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：房地产开发经营；建设工程施工；建筑智能化系统设计；电影发行；广播电视节目制作经营；演出场所经营；演出经纪；旅游业务；营业性演出；舞台工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
保利发展控股集团股份有限公司,SH600048,保利发展控股集团股份有限公司,在业,1197044.3418万元人民币,67452,2022年报,-,91440101741884392G,L(大型),1992-09-14,广东省,广州市,海珠区,ds741884392@unit.gzemail.com,ds741884392@unit.gzemail.cn,440101000010262,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,租赁和商务服务业,商务服务业,-,-,房地产,房地产开发,住宅开发,-,广州市海珠区阅江中路832号保利发展广场53-59层,"保利房地产（集团）股份有限公司,
保利房地产股份有限公司,
广州保利房地产开发公司","Poly Developments and Holdings Group Co., Ltd.",房地产开发经营;物业管理;房屋租赁;建筑物拆除（不含爆破作业）;房屋建筑工程设计服务;铁路、道路、隧道和桥梁工程建筑;建筑工程后期装饰、装修和清理;土石方工程服务;建筑物空调设备、通风设备系统安装服务;酒店管理;商品批发贸易（许可审批类商品除外）;商品零售贸易（许可审批类商品除外）
西藏城市发展投资股份有限公司,SH600773,西藏城市发展投资股份有限公司,存续,81966.0744万元人民币,19,2022年报,-,91540000219664071B,L(大型),1996-10-25,西藏自治区,拉萨市,拉萨经济技术开发区,xzct600773@163.com,1102185277@qq.com,540000100003419,-,其他股份有限公司（上市）,批发和零售业,批发业,其他批发业,-,房地产,房地产开发,住宅开发,-,西藏自治区拉萨市经济开发区博达路A1-10金泰集团办公楼第三层311室,"西藏雅砻藏药股份有限公司,
西藏金珠股份有限公司","Tibet Urban Development and Investment Co., Ltd.",对矿业、金融、实业的投资（不具体从事以上经营项目）；建材销售；建筑工程咨询；百货的销售（包括日用百货、服装服饰、皮革制品、鞋帽、洗涤用品、化妆品、护肤用品、摄影器材、玩具、音响设备及器材）；预包装食品、金银珠宝、家具、烟、酒的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
上海同达创业投资股份有限公司,SH600647,上海同达创业投资股份有限公司,存续,13914.355万元人民币,17,2022年报,商城路660号21楼,913100001322023175,S(小型),1991-07-27,上海市,上海市,浦东新区,600647@shtdcy.com,-,310000000007204,增值税一般纳税人,其他股份有限公司（上市）,租赁和商务服务业,商务服务业,组织管理服务,投资与资产管理,金融,多元金融,资产管理,-,中国（上海）自由贸易试验区金新路58号2405-2411室,"上海粤海企业发展股份有限公司,
上海新亚快餐食品股份有限公司","Shanghai Tongda Venture CAPITAL Co., Ltd.",许可项目：电气安装服务；建筑智能化系统设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：投资管理；以自有资金从事投资活动；自有资金投资的资产管理服务；国内贸易代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；碳减排、碳转化、碳捕捉、碳封存技术研发；节能管理服务；运行效能评估服务；合同能源管理；在线能源计量技术研发；在线能源监测技术研发；制冷、空调设备销售；电子元器件与机电组件设备销售；机械设备研发；机械设备销售；物联网技术研发；物联网技术服务；物联网应用服务；软件开发；计算机系统服务；信息系统集成服务；工程技术服务（规划管理、勘察、设计、监理除外）；工程管理服务；室内空气污染治理；普通机械设备安装服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
北京首都开发股份有限公司,SH600376,北京首都开发股份有限公司,存续,257956.5242万元人民币,28,2022年报,-,91110000101309074C,L(大型),1993-12-29,北京市,北京市,东城区,cbud@cbud.com.cn,bcdc@bcdh.com.cn,110000005020731,一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,北京市东城区安定门外大街189号一层103B,北京天鸿宝业房地产股份有限公司,"Beijing Capital Development Co., Ltd.",房地产开发、商品房销售；房屋租赁；建筑工程咨询；室内外装饰装璜；技术开发、技术服务；销售自行开发的产品；购销建筑材料、化工轻工材料、工艺美术品、家具、机械电器设备（汽车除外）、五金交电、纺织品、百货、计算机软硬件、日用杂品；经贸信息咨询；劳务服务。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
冠城大通股份有限公司,SH600067,冠城大通股份有限公司,存续,139166.8739万元人民币,55,2022年报,福州市仓山区浦下洲路5号冠城大通广场1号楼C区,91350000158166190Y,L(大型),1988-04-03,福建省,福州市,马尾区,gcdt@gcdt.net,-,350000400000309,增值税一般纳税人,其他股份有限公司（上市）,制造业,电气机械和器材制造业,电机制造,发电机及发电机组制造,房地产,房地产开发,住宅开发,-,福州市开发区快安延伸区创新楼,福州大通机电股份有限公司,"Citychamp Dartong Co., Ltd.",对外贸易；电器机械及器材，自动化仪表及系统制造、维修、销售，有色金属材料加工；五金、交电的批发、零售；房地产开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
深圳市物业发展（集团）股份有限公司,SZ000011,深圳市物业发展(集团)股份有限公司,存续,59597.9092万元人民币,-,-,-,91440300192174135N,L(大型),1983-01-17,广东省,深圳市,罗湖区,000011touzizhe@szwuye.com.cn,-,440301103570124,一般纳税人,上市股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,"深圳市罗湖区人民南路国贸大厦39,42层",深圳市物业发展总公司,Shenzhen Properties & Resources Development (Group) Ltd.,一般经营项目是：房产地开发及商品房销售，商品楼宇的建筑、管理，房屋租赁，建设监理。国内商业、物资供销业（不含专营、专卖、专控商品）。
金地（集团）股份有限公司,SH600383,金地(集团)股份有限公司,存续,451458.3572万元人民币,-,-,-,914403001921816342,L(大型),1988-01-20,广东省,深圳市,福田区,ir@gemdale.com,yinyy@gemdale.com,440301103379518,一般纳税人,上市股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,深圳市福田区福田街道岗厦社区深南大道2007号金地中心32层,"金地实业开发总公司,
深圳市金地实业开发总公司,
深圳市福田区金地实业开发公司,
深圳市福田区工业村建设服务公司,
深圳市上步区工业村建设服务公司",Gemdale Corporation,一般经营项目是:从事房地产开发经营业务;兴办各类实体（ 具体项目需另报 ）;经营进出口业务;信息咨询（不含限制项目）。
新城控股集团股份有限公司,SH601155,新城控股集团股份有限公司,在业,225562.2856万元人民币,41,2022年报,-,913204002508323014,L(大型),1996-06-30,江苏省,常州市,武进区,huangdong@xincheng.com,yinyeyu@xincheng.com;zhouya@xincheng.com;jiangyl@xincheng.com;330382763@qq.com,320483000091688,增值税一般纳税人,股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,商业地产,-,常州市武进高新区西湖路1号,"新城控股集团有限公司,
江苏新城实业集团有限公司","Seazen Holdings Co., Ltd.",房地产开发。实业投资；室内外装璜，托管范围内房屋及配套设施和场地的管理、维修、服务；公路工程施工；桥梁工程；国内贸易；市场调查服务；信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
奥园美谷科技股份有限公司,SZ000615,京汉实业投资集团股份有限公司,存续,76297.9719万元人民币,0,2022年报,-,914200007070951895,L(大型),1993-06-08,湖北省,襄阳市,樊城区,aymgzgzx@aoyuanbeauty.com,linhui@kinghand.com.cn;1542431990@qq.com,420000000029688,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,制造业,化学纤维制造业,纤维素纤维原料及纤维制造,人造纤维（纤维素纤维）制造,医药生物,医疗商业与服务,医疗服务,-,湖北省襄阳市樊城区陈家湖,"京汉实业投资集团股份有限公司,
京汉实业投资股份有限公司,
湖北金环股份有限公司","Aoyuan Beauty Valley Technology Co., Ltd.",许可项目：医疗美容服务；第三类医疗器械经营；化妆品生产；生活美容服务；第二类医疗器械生产；第三类医疗器械生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：健康咨询服务（不含诊疗服务）；化妆品零售；化妆品批发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新材料技术推广服务；医学研究和试验发展；以自有资金从事投资活动；园区管理服务；国内货物运输代理；第二类医疗器械销售；纤维素纤维原料及纤维制造；技术进出口；生物基材料制造；生物基材料销售；货物进出口；新型膜材料制造；新型膜材料销售；非居住房地产租赁；高性能纤维及复合材料销售；高性能纤维及复合材料制造；合成纤维制造；第一类医疗器械销售；第一类医疗器械生产；企业管理咨询（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
北京万通新发展集团股份有限公司,SH600246,北京万通地产股份有限公司,存续,205400.9302万元人民币,122,2022年报,-,91110000633715962Q,M(中型),1998-12-30,北京市,北京市,海淀区,vantone@vantone.com,guying@vantone.com,110000005200607,增值税一般纳税人,其他股份有限公司（上市）,科学研究和技术服务业,科技推广和应用服务业,其他科技推广服务业,其他科技推广服务业,房地产,房地产开发,住宅开发,-,北京市海淀区农大南路1号院9号楼5层501-551,"北京万通地产股份有限公司,
北京万通先锋置业股份有限公司,
北京先锋置业股份有限公司,
北京先锋粮农实业股份有限公司","Vantone Neo Development Group Co., Ltd.",智慧城市、智慧楼宇、数字科技、智能科技、智慧系统的技术服务、技术开发；软件开发；数据处理（数据处理中的银行卡中心、PUE值在1.4以上的云计算数据中心除外）；大数据服务；信息系统集成服务；房地产开发；销售商品房；停车场建设及经营管理；信息咨询（不含中介）；技术咨询；劳务派遣；投资；投资管理；资产管理；互联网信息服务；第一类增值电信业务；网络文化经营。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
天地源股份有限公司,SH600665,天地源股份有限公司,在业,86412.2521万元人民币,79,2022年报,西安市高新技术产业开发区科技路33号高新国际商务中心数码大厦27层,9131000013221887XY,L(大型),1992-12-21,陕西省,西安市,雁塔区,yuanhuili@tandi.cn,yuanhuili@tande.cn,310000000014943,增值税一般纳税人,股份有限公司（上市、国有控股）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,西安市高新区丈八街办科技路33号高新国际商务中心数码大厦12701室,上海沪昌特殊钢股份有限公司,"Tande Co., Ltd.",一般项目：非居住房地产租赁；住房租赁；物业管理；以自有资金从事投资活动；国内贸易代理；房地产咨询。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：房地产开发经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
上海张江高科技园区开发股份有限公司,SH600895,上海张江高科技园区开发股份有限公司,存续,154868.955万元人民币,89,2022年报,上海市松涛路560号17层,913100001322632162,M(中型),1996-04-18,上海市,上海市,浦东新区,investors@600895.com,-,310000000043546,增值税一般纳税人,股份有限公司（上市、国有控股）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,产业地产,-,中国（上海）自由贸易试验区春晓路289号802室,-,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd.",许可项目：房地产开发经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：以自有资金从事投资活动；投资管理；自有资金投资的资产管理服务；企业总部管理；非居住房地产租赁；住房租赁；本市范围内公共租赁住房的建设、租赁经营管理；土地整治服务；土地使用权租赁；园区管理服务；创业空间服务；物业管理；酒店管理；停车场服务；商业综合体管理服务；体育场地设施经营（不含高危险性体育运动）；市政设施管理；工程管理服务；信息系统集成服务；云计算装备技术服务；人工智能公共服务平台技术咨询服务；人工智能双创服务平台；集成电路销售；集成电路设计；工程和技术研究和试验发展；社会经济咨询服务；科技中介服务；市场营销策划；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）；普通机械设备安装服务；机械设备销售；电子专用设备销售；建筑材料销售；租赁服务（不含许可类租赁服务）；房屋拆迁服务；国内贸易代理；销售代理；货物进出口；技术进出口；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；人工智能公共数据平台。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
阳光城集团股份有限公司,SZ000671,阳光城集团股份有限公司,存续,405007.3315万元人民币,0,2022年报,福建省福州市台江区IFC国际金融中心,91350000158164371W,L(大型),1991-08-12,福建省,福州市,马尾区,wuxia19@yango.com.cn,lqh@yango.com.cn;jiangxj@yango.com.cn;zhengfan@yango.com.cn,350000100012308,增值税一般纳税人,股份有限公司（上市、国有控股）,批发和零售业,批发业,农、林、牧、渔产品批发,其他农牧产品批发,房地产,房地产开发,住宅开发,-,福州市经济技术开发区星发路8号,"福建省石狮新发股份有限公司,
福建阳光实业发展股份有限公司","Yango Group Co., Ltd.",对外贸易（不含国家禁止、限制的商品和技术）；电力生产，代购代销电力产品和设备；电子通信技术开发，生物技术产品开发，农业及综合技术开发；基础设施开发、房地产开发；家用电器及电子产品、机械电子设备、五金交电、建筑材料、百货、针纺织品、化工产品（不含危险化学品及易制毒化学品）、重油（不含成品油）、润滑油、燃料油（不含成品油）、金属材料的批发、零售；化肥的销售；对医疗业的投资及管理；批发兼零售预包装食品；企业管理咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
